,DateTime,Country,Mining_GDP_BUSD,Base_Date,Base_Mining_GDP,OilEquivalentMUSD,OilShare,LastUpdate,Orig_Fcst,Mining_GDP_BUSD_forecasted,Mining_GDP_BUSD_part_fcst,Mining_GDP_BUSD_full_fcst,Region 2,Regional 3,Fin Region,Sales Area
0,2007-03-31,Afghanistan,,2019-12-31,0.0773189302939743,0.0,,,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
1,2007-06-30,Afghanistan,,2019-12-31,0.0773189302939743,0.0,,,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
2,2007-09-30,Afghanistan,,2019-12-31,0.0773189302939743,0.0,,,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
3,2007-12-31,Afghanistan,,2019-12-31,0.0773189302939743,0.0,,,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
4,2008-03-31,Afghanistan,,2019-12-31,0.0773189302939743,0.0,,,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
5,2008-06-30,Afghanistan,,2019-12-31,0.0773189302939743,0.0,,,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
6,2008-09-30,Afghanistan,,2019-12-31,0.0773189302939743,0.0,,,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
7,2008-12-31,Afghanistan,,2019-12-31,0.0773189302939743,0.0,,,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
8,2009-03-31,Afghanistan,,2019-12-31,0.0773189302939743,0.0,,,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
9,2009-06-30,Afghanistan,,2019-12-31,0.0773189302939743,0.0,,,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
10,2009-09-30,Afghanistan,,2019-12-31,0.0773189302939743,0.0,,,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
11,2009-12-31,Afghanistan,,2019-12-31,0.0773189302939743,0.0,,,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
12,2010-03-31,Afghanistan,0.0117280370934828,2019-12-31,0.0773189302939743,0.0,0.0,2018-04-23T17:09:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
13,2010-06-30,Afghanistan,0.0117280370934828,2019-12-31,0.0773189302939743,0.0,0.0,2018-04-23T17:09:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
14,2010-09-30,Afghanistan,0.0117280370934828,2019-12-31,0.0773189302939743,0.0,0.0,2018-04-23T17:09:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
15,2010-12-31,Afghanistan,0.0117280370934828,2019-12-31,0.0773189302939743,0.0,0.0,2018-04-23T17:09:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
16,2011-03-31,Afghanistan,0.0222568246104148,2019-12-31,0.0773189302939743,0.0,0.0,2018-04-23T17:09:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
17,2011-06-30,Afghanistan,0.0222568246104148,2019-12-31,0.0773189302939743,0.0,0.0,2018-04-23T17:09:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
18,2011-09-30,Afghanistan,0.0222568246104148,2019-12-31,0.0773189302939743,0.0,0.0,2018-04-23T17:09:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
19,2011-12-31,Afghanistan,0.0222568246104148,2019-12-31,0.0773189302939743,0.0,0.0,2018-04-23T17:09:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
20,2012-03-31,Afghanistan,0.0195507448789571,2019-12-31,0.0773189302939743,0.0,0.0,2018-04-23T17:09:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
21,2012-06-30,Afghanistan,0.0195507448789571,2019-12-31,0.0773189302939743,0.0,0.0,2018-04-23T17:09:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
22,2012-09-30,Afghanistan,0.0195507448789571,2019-12-31,0.0773189302939743,0.0,0.0,2018-04-23T17:09:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
23,2012-12-31,Afghanistan,0.0195507448789571,2019-12-31,0.0773189302939743,0.0,0.0,2018-04-23T17:09:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
24,2013-03-31,Afghanistan,0.0171896069253303,2019-12-31,0.0773189302939743,0.0,0.0,2018-04-23T17:09:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
25,2013-06-30,Afghanistan,0.0171896069253303,2019-12-31,0.0773189302939743,0.0,0.0,2018-04-23T17:09:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
26,2013-09-30,Afghanistan,0.0171896069253303,2019-12-31,0.0773189302939743,0.0,0.0,2018-04-23T17:09:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
27,2013-12-31,Afghanistan,0.0171896069253303,2019-12-31,0.0773189302939743,0.0,0.0,2018-04-23T17:09:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
28,2014-03-31,Afghanistan,0.0161363221391645,2019-12-31,0.0773189302939743,0.0,0.0,2018-04-23T17:09:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
29,2014-06-30,Afghanistan,0.0161363221391645,2019-12-31,0.0773189302939743,0.0,0.0,2018-04-23T17:09:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
30,2014-09-30,Afghanistan,0.0161363221391645,2019-12-31,0.0773189302939743,0.0,0.0,2018-04-23T17:09:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
31,2014-12-31,Afghanistan,0.0161363221391645,2019-12-31,0.0773189302939743,0.0,0.0,2018-04-23T17:09:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
32,2015-03-31,Afghanistan,0.0137824867220653,2019-12-31,0.0773189302939743,0.0,0.0,2018-04-23T17:09:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
33,2015-06-30,Afghanistan,0.0137824867220653,2019-12-31,0.0773189302939743,0.0,0.0,2018-04-23T17:09:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
34,2015-09-30,Afghanistan,0.0137824867220653,2019-12-31,0.0773189302939743,0.0,0.0,2018-04-23T17:09:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
35,2015-12-31,Afghanistan,0.0137824867220653,2019-12-31,0.0773189302939743,0.0,0.0,2018-04-23T17:09:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
36,2016-03-31,Afghanistan,0.0136733048083076,2019-12-31,0.0773189302939743,0.0,0.0,2018-04-23T17:09:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
37,2016-06-30,Afghanistan,0.0136733048083076,2019-12-31,0.0773189302939743,0.0,0.0,2018-04-23T17:09:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
38,2016-09-30,Afghanistan,0.0136733048083076,2019-12-31,0.0773189302939743,0.0,0.0,2018-04-23T17:09:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
39,2016-12-31,Afghanistan,0.0136733048083076,2019-12-31,0.0773189302939743,0.0,0.0,2018-04-23T17:09:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
40,2017-03-31,Afghanistan,0.0861883727546358,2019-12-31,0.0773189302939743,0.0,0.0,2020-05-24T17:46:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
41,2017-06-30,Afghanistan,0.0861883727546358,2019-12-31,0.0773189302939743,0.0,0.0,2020-05-24T17:46:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
42,2017-09-30,Afghanistan,0.0861883727546358,2019-12-31,0.0773189302939743,0.0,0.0,2020-05-24T17:46:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
43,2017-12-31,Afghanistan,0.0861883727546358,2019-12-31,0.0773189302939743,0.0,0.0,2020-05-24T17:46:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
44,2018-03-31,Afghanistan,0.0725675754255272,2019-12-31,0.0773189302939743,0.0,0.0,2021-05-03T15:16:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
45,2018-06-30,Afghanistan,0.0725675754255272,2019-12-31,0.0773189302939743,0.0,0.0,2021-05-03T15:16:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
46,2018-09-30,Afghanistan,0.0725675754255272,2019-12-31,0.0773189302939743,0.0,0.0,2021-05-03T15:16:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
47,2018-12-31,Afghanistan,0.0725675754255272,2019-12-31,0.0773189302939743,0.0,0.0,2021-05-03T15:16:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
48,2019-03-31,Afghanistan,0.0773189302939743,2019-12-31,0.0773189302939743,0.0,0.0,2021-05-03T15:16:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
49,2019-06-30,Afghanistan,0.0773189302939743,2019-12-31,0.0773189302939743,0.0,0.0,2021-05-03T15:16:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
50,2019-09-30,Afghanistan,0.0773189302939743,2019-12-31,0.0773189302939743,0.0,0.0,2021-05-03T15:16:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
51,2019-12-31,Afghanistan,0.0773189302939743,2019-12-31,0.0773189302939743,0.0,0.0,2021-05-03T15:16:00,Original,,,,Asia,Southern Asia,Asia/Pacific,EMEA
52,2020-03-31,Afghanistan,0.0718430848469059,2019-12-31,0.0773189302939743,0.0,0.0,2021-05-03T15:15:00,Original,,0.0718430848469059,,Asia,Southern Asia,Asia/Pacific,EMEA
53,2020-06-30,Afghanistan,0.0718430848469059,2019-12-31,0.0773189302939743,0.0,0.0,2021-05-03T15:15:00,Original,,0.0718430848469059,,Asia,Southern Asia,Asia/Pacific,EMEA
54,2020-09-30,Afghanistan,0.0718430848469059,2019-12-31,0.0773189302939743,0.0,0.0,2021-05-03T15:15:00,Original,,0.0718430848469059,,Asia,Southern Asia,Asia/Pacific,EMEA
55,2020-12-31,Afghanistan,0.0718430848469059,2019-12-31,0.0773189302939743,0.0,0.0,2021-05-03T15:15:00,Original,,0.0718430848469059,,Asia,Southern Asia,Asia/Pacific,EMEA
56,2021-03-31,Afghanistan,0.070202869799533,2019-12-31,0.0773189302939743,0.0,0.0,Forecast,Forecast,0.070202869799533,0.070202869799533,,Asia,Southern Asia,Asia/Pacific,EMEA
57,2021-06-30,Afghanistan,0.0685626547521601,2019-12-31,0.0773189302939743,0.0,0.0,Forecast,Forecast,0.0685626547521601,0.0685626547521601,,Asia,Southern Asia,Asia/Pacific,EMEA
58,2021-09-30,Afghanistan,0.0669224397047872,2019-12-31,0.0773189302939743,0.0,0.0,Forecast,Forecast,0.0669224397047872,0.0669224397047872,,Asia,Southern Asia,Asia/Pacific,EMEA
59,2021-12-31,Afghanistan,0.0652822246574143,2019-12-31,0.0773189302939743,0.0,0.0,Forecast,Forecast,0.0652822246574143,0.0652822246574143,,Asia,Southern Asia,Asia/Pacific,EMEA
60,2022-03-31,Afghanistan,0.0636420096100415,2019-12-31,0.0773189302939743,0.0,0.0,Forecast,Forecast,0.0636420096100415,0.0636420096100415,0.0636420096100415,Asia,Southern Asia,Asia/Pacific,EMEA
61,2022-06-30,Afghanistan,0.0636420096100415,2019-12-31,0.0773189302939743,0.0,0.0,Forecast,Forecast,0.0636420096100415,0.0636420096100415,0.0636420096100415,Asia,Southern Asia,Asia/Pacific,EMEA
62,2022-09-30,Afghanistan,0.0636420096100415,2019-12-31,0.0773189302939743,0.0,0.0,Forecast,Forecast,0.0636420096100415,0.0636420096100415,0.0636420096100415,Asia,Southern Asia,Asia/Pacific,EMEA
63,2022-12-31,Afghanistan,0.0636420096100415,2019-12-31,0.0773189302939743,0.0,0.0,Forecast,Forecast,0.0636420096100415,0.0636420096100415,0.0636420096100415,Asia,Southern Asia,Asia/Pacific,EMEA
64,2007-03-31,Albania,,2019-12-31,0.5019416945750951,9.977166315789477,,,Original,,,,Europe,Southern Europe,EMEA,EMEA
65,2007-06-30,Albania,,2019-12-31,0.5019416945750951,27.23376727272727,,,Original,,,,Europe,Southern Europe,EMEA,EMEA
66,2007-09-30,Albania,,2019-12-31,0.5019416945750951,31.792490289855078,,,Original,,,,Europe,Southern Europe,EMEA,EMEA
67,2007-12-31,Albania,,2019-12-31,0.5019416945750951,50.03019866459627,,,Original,,,,Europe,Southern Europe,EMEA,EMEA
68,2008-03-31,Albania,,2019-12-31,0.5019416945750951,53.48364885714286,,,Original,,,,Europe,Southern Europe,EMEA,EMEA
69,2008-06-30,Albania,,2019-12-31,0.5019416945750951,44.36611948051949,,,Original,,,,Europe,Southern Europe,EMEA,EMEA
70,2008-09-30,Albania,,2019-12-31,0.5019416945750951,43.505611168831166,,,Original,,,,Europe,Southern Europe,EMEA,EMEA
71,2008-12-31,Albania,,2019-12-31,0.5019416945750951,22.090510553359685,,,Original,,,,Europe,Southern Europe,EMEA,EMEA
72,2009-03-31,Albania,0.3076845308808415,2019-12-31,0.5019416945750951,8.93949818181818,2.905410342283416,2021-08-23T09:14:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
73,2009-06-30,Albania,0.3337791483524083,2019-12-31,0.5019416945750951,19.445232467532463,5.825778082159265,2021-08-23T09:14:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
74,2009-09-30,Albania,0.337405424426886,2019-12-31,0.5019416945750951,31.41213603896104,9.309908426136724,2021-08-23T09:14:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
75,2009-12-31,Albania,0.3367774366134012,2019-12-31,0.5019416945750951,23.285243181818185,6.914133979987544,2021-08-23T09:14:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
76,2010-03-31,Albania,0.329008672436658,2019-12-31,0.5019416945750951,25.199900000000003,7.6593421727664595,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
77,2010-06-30,Albania,0.3583139352087394,2019-12-31,0.5019416945750951,50.25607142857143,14.025709438092113,2021-08-23T09:14:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
78,2010-09-30,Albania,0.3427725013391082,2019-12-31,0.5019416945750951,55.71754207792208,16.254962653144734,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
79,2010-12-31,Albania,0.406126811670895,2019-12-31,0.5019416945750951,58.015600649350645,14.2850949462464,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
80,2011-03-31,Albania,0.3821420218711648,2019-12-31,0.5019416945750951,113.46053106064072,29.690671155472337,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
81,2011-06-30,Albania,0.3597565164790562,2019-12-31,0.5019416945750951,90.46073636363636,25.14498896336258,2021-08-23T09:14:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
82,2011-09-30,Albania,0.392956137083684,2019-12-31,0.5019416945750951,86.48617130434782,22.009115812824096,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
83,2011-12-31,Albania,0.3707671901723156,2019-12-31,0.5019416945750951,98.01554904761905,26.43587449096181,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
84,2012-03-31,Albania,0.302328824984363,2019-12-31,0.5019416945750951,109.53810281578949,36.23144528857114,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
85,2012-06-30,Albania,0.3320590520231881,2019-12-31,0.5019416945750951,102.62174409090908,30.904666945728337,2021-08-23T09:14:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
86,2012-09-30,Albania,0.3617087328783895,2019-12-31,0.5019416945750951,95.9626411180124,26.530363354615528,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
87,2012-12-31,Albania,0.359975480691307,2019-12-31,0.5019416945750951,129.82846216149068,36.06591813202512,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
88,2013-03-31,Albania,0.3341330324843567,2019-12-31,0.5019416945750951,89.73903879699249,26.85727841086584,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
89,2013-06-30,Albania,0.4219597855727037,2019-12-31,0.5019416945750951,88.27429772727272,20.920073605465195,2021-08-23T09:14:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
90,2013-09-30,Albania,0.398688923602594,2019-12-31,0.5019416945750951,115.78900909090908,29.0424444312693,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
91,2013-12-31,Albania,0.437478930691144,2019-12-31,0.5019416945750951,113.7680899378882,26.005387221312244,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
92,2014-03-31,Albania,0.3887128628117567,2019-12-31,0.5019416945750951,168.62964571428572,43.381545054748685,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
93,2014-06-30,Albania,0.4274000039271899,2019-12-31,0.5019416945750951,130.52429999999998,30.53914337872481,2021-08-23T09:14:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
94,2014-09-30,Albania,0.4442606046638915,2019-12-31,0.5019416945750951,125.26867363636364,28.19711500891161,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
95,2014-12-31,Albania,0.4090648222663433,2019-12-31,0.5019416945750951,93.50226800395257,22.85756753316543,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
96,2015-03-31,Albania,0.3388470392832876,2019-12-31,0.5019416945750951,29.66953636363636,8.7560264437877,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
97,2015-06-30,Albania,0.3470161506650952,2019-12-31,0.5019416945750951,68.67403896103896,19.789868232189622,2021-08-23T09:14:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
98,2015-09-30,Albania,0.3631028291364358,2019-12-31,0.5019416945750951,85.44695238095238,23.53243916721059,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
99,2015-12-31,Albania,0.3522063179460544,2019-12-31,0.5019416945750951,48.8967090909091,13.882973302710134,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
100,2016-03-31,Albania,0.3489384375015414,2019-12-31,0.5019416945750951,49.52759064935065,14.193790458849026,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
101,2016-06-30,Albania,0.3757659422309727,2019-12-31,0.5019416945750951,67.07471878787878,17.850132555826427,2021-08-23T09:14:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
102,2016-09-30,Albania,0.3555973124555724,2019-12-31,0.5019416945750951,61.80318,17.380103233407183,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
103,2016-12-31,Albania,0.362932703709046,2019-12-31,0.5019416945750951,62.95374363636364,17.345844833766225,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
104,2017-03-31,Albania,0.3359495315329501,2019-12-31,0.5019416945750951,79.58594461538462,23.689851345299097,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
105,2017-06-30,Albania,0.374114558237122,2019-12-31,0.5019416945750951,74.85987409949833,20.00987998228353,2021-08-23T09:14:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
106,2017-09-30,Albania,0.3695261154058719,2019-12-31,0.5019416945750951,49.94203106510989,13.51515602902806,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
107,2017-12-31,Albania,0.4032070416383309,2019-12-31,0.5019416945750951,56.17573702692307,13.932231143252617,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
108,2018-03-31,Albania,0.4678274717828361,2019-12-31,0.5019416945750951,59.44916695384615,12.707498071306562,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
109,2018-06-30,Albania,0.5113406149942784,2019-12-31,0.5019416945750951,66.51846074074074,13.008640188201174,2021-08-23T09:14:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
110,2018-09-30,Albania,0.440949549911235,2019-12-31,0.5019416945750951,102.43765095384614,23.23114990693772,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
111,2018-12-31,Albania,0.4659696965473021,2019-12-31,0.5019416945750951,86.58714380535612,18.5821405226437,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
112,2019-03-31,Albania,0.4354795118583205,2019-12-31,0.5019416945750951,56.671224084,13.013522459912531,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
113,2019-06-30,Albania,0.4937344858562341,2019-12-31,0.5019416945750951,98.05397390666668,19.859656701237206,2021-08-23T09:14:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
114,2019-09-30,Albania,0.4796876400116879,2019-12-31,0.5019416945750951,62.88166283589743,13.108877025550475,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
115,2019-12-31,Albania,0.5019416945750951,2019-12-31,0.5019416945750951,63.49214938974359,12.649307693693611,2021-12-23T18:02:00,Original,,,,Europe,Southern Europe,EMEA,EMEA
116,2020-03-31,Albania,0.3966386007127156,2019-12-31,0.5019416945750951,49.36420371927273,12.445637825105957,2021-12-23T18:02:00,Original,,0.3966386007127156,,Europe,Southern Europe,EMEA,EMEA
117,2020-06-30,Albania,0.3988018663818483,2019-12-31,0.5019416945750951,28.55744025974026,7.160809080165345,2021-08-23T09:14:00,Original,,0.3988018663818483,,Europe,Southern Europe,EMEA,EMEA
118,2020-09-30,Albania,0.474564516614949,2019-12-31,0.5019416945750951,64.05849664502165,13.498374699808686,2021-12-23T18:02:00,Original,,0.474564516614949,,Europe,Southern Europe,EMEA,EMEA
119,2020-12-31,Albania,0.5375436607000194,2019-12-31,0.5019416945750951,45.99761753246753,8.557001206667913,2021-12-23T18:02:00,Original,,0.5375436607000194,,Europe,Southern Europe,EMEA,EMEA
120,2021-03-31,Albania,0.5329966272025378,2019-12-31,0.5019416945750951,30.92991304347826,5.803022282864267,2021-12-23T18:02:00,Original,,0.5329966272025378,,Europe,Southern Europe,EMEA,EMEA
121,2021-06-30,Albania,0.6188196776613963,2019-12-31,0.5019416945750951,96.11405575757576,15.531835723260102,2021-12-23T18:02:00,Original,,0.6188196776613963,,Europe,Southern Europe,EMEA,EMEA
122,2021-09-30,Albania,0.5318217353149993,2019-12-31,0.5019416945750951,67.84940363636363,12.757922275624232,2021-12-23T18:02:00,Original,,0.5318217353149993,,Europe,Southern Europe,EMEA,EMEA
123,2021-12-31,Albania,0.5410701927708823,2019-12-31,0.5019416945750951,0.0,0.0,Forecast,Forecast,0.5410701927708823,0.5410701927708823,,Europe,Southern Europe,EMEA,EMEA
124,2022-03-31,Albania,0.5503186502267652,2019-12-31,0.5019416945750951,0.0,0.0,Forecast,Forecast,0.5503186502267652,0.5503186502267652,0.5503186502267652,Europe,Southern Europe,EMEA,EMEA
125,2022-06-30,Albania,0.5244527247321845,2019-12-31,0.5019416945750951,0.0,0.0,Forecast,Forecast,0.5244527247321845,0.5244527247321845,0.5244527247321845,Europe,Southern Europe,EMEA,EMEA
126,2022-09-30,Albania,0.604141957005189,2019-12-31,0.5019416945750951,0.0,0.0,Forecast,Forecast,0.604141957005189,0.604141957005189,0.604141957005189,Europe,Southern Europe,EMEA,EMEA
127,2022-12-31,Albania,0.5265093557009863,2019-12-31,0.5019416945750951,0.0,0.0,Forecast,Forecast,0.5265093557009863,0.5265093557009863,0.5265093557009863,Europe,Southern Europe,EMEA,EMEA
128,2007-03-31,Angola,,2019-12-31,0.0153932574428891,2660.577684210527,,,Original,,,,Africa,Middle Africa,EMEA,EMEA
129,2007-06-30,Angola,,2019-12-31,0.0153932574428891,6553.877647272728,,,Original,,,,Africa,Middle Africa,EMEA,EMEA
130,2007-09-30,Angola,,2019-12-31,0.0153932574428891,7698.046708488613,,,Original,,,,Africa,Middle Africa,EMEA,EMEA
131,2007-12-31,Angola,,2019-12-31,0.0153932574428891,15754.911673913044,,,Original,,,,Africa,Middle Africa,EMEA,EMEA
132,2008-03-31,Angola,,2019-12-31,0.0153932574428891,17494.357293904763,,,Original,,,,Africa,Middle Africa,EMEA,EMEA
133,2008-06-30,Angola,,2019-12-31,0.0153932574428891,14612.535194805196,,,Original,,,,Africa,Middle Africa,EMEA,EMEA
134,2008-09-30,Angola,,2019-12-31,0.0153932574428891,13883.763903116882,,,Original,,,,Africa,Middle Africa,EMEA,EMEA
135,2008-12-31,Angola,,2019-12-31,0.0153932574428891,7132.659165909091,,,Original,,,,Africa,Middle Africa,EMEA,EMEA
136,2009-03-31,Angola,,2019-12-31,0.0153932574428891,2681.849454545454,,,Original,,,,Africa,Middle Africa,EMEA,EMEA
137,2009-06-30,Angola,,2019-12-31,0.0153932574428891,6460.82883116883,,,Original,,,,Africa,Middle Africa,EMEA,EMEA
138,2009-09-30,Angola,,2019-12-31,0.0153932574428891,11879.8506487013,,,Original,,,,Africa,Middle Africa,EMEA,EMEA
139,2009-12-31,Angola,,2019-12-31,0.0153932574428891,9081.244840909092,,,Original,,,,Africa,Middle Africa,EMEA,EMEA
140,2010-03-31,Angola,,2019-12-31,0.0153932574428891,5115.5797,,,Original,,,,Africa,Middle Africa,EMEA,EMEA
141,2010-06-30,Angola,,2019-12-31,0.0153932574428891,9539.176545454546,,,Original,,,,Africa,Middle Africa,EMEA,EMEA
142,2010-09-30,Angola,,2019-12-31,0.0153932574428891,8363.142022727274,,,Original,,,,Africa,Middle Africa,EMEA,EMEA
143,2010-12-31,Angola,,2019-12-31,0.0153932574428891,9267.425113636362,,,Original,,,,Africa,Middle Africa,EMEA,EMEA
144,2011-03-31,Angola,,2019-12-31,0.0153932574428891,14843.78412271167,,,Original,,,,Africa,Middle Africa,EMEA,EMEA
145,2011-06-30,Angola,0.0825370704536261,2019-12-31,0.0153932574428891,9793.578166666666,11865.672131129537,2019-08-07T14:46:00,Original,,,,Africa,Middle Africa,EMEA,EMEA
146,2011-09-30,Angola,0.0626152851161421,2019-12-31,0.0153932574428891,9306.932173913045,14863.67451118374,2019-08-07T14:46:00,Original,,,,Africa,Middle Africa,EMEA,EMEA
147,2011-12-31,Angola,0.0773327984141218,2019-12-31,0.0153932574428891,10227.007023809523,13224.669523845856,2019-08-07T14:46:00,Original,,,,Africa,Middle Africa,EMEA,EMEA
148,2012-03-31,Angola,0.0700554901970684,2019-12-31,0.0153932574428891,11391.851975,16261.183731573838,2019-08-07T14:46:00,Original,,,,Africa,Middle Africa,EMEA,EMEA
149,2012-06-30,Angola,0.0681269572270963,2019-12-31,0.0153932574428891,11020.85072727273,16176.930800733557,2019-08-07T14:46:00,Original,,,,Africa,Middle Africa,EMEA,EMEA
150,2012-09-30,Angola,0.0704942788144099,2019-12-31,0.0153932574428891,9888.162807453416,14026.90115248353,2019-08-07T14:46:00,Original,,,,Africa,Middle Africa,EMEA,EMEA
151,2012-12-31,Angola,0.0716674058296283,2019-12-31,0.0153932574428891,14147.948620341616,19741.1200483172,2019-08-07T14:46:00,Original,,,,Africa,Middle Africa,EMEA,EMEA
152,2013-03-31,Angola,0.0682993196820499,2019-12-31,0.0153932574428891,10186.53925112782,14914.554491243323,2019-08-07T14:46:00,Original,,,,Africa,Middle Africa,EMEA,EMEA
153,2013-06-30,Angola,0.070114226224614,2019-12-31,0.0153932574428891,10677.874390909092,15229.255125346535,2019-08-07T14:46:00,Original,,,,Africa,Middle Africa,EMEA,EMEA
154,2013-09-30,Angola,0.0746613861086714,2019-12-31,0.0153932574428891,11578.31498181818,15507.768587319904,2019-08-07T14:46:00,Original,,,,Africa,Middle Africa,EMEA,EMEA
