ts_month,copper_index,ironore_index,lead_index,molybdenum_index,nickel_index,uranium_index,zinc_index,gold_index,platinum_index,palladium_index,silver_index,commodity_index
1/1/2017 0:00,0.59973271,0.442781586,0.863944321,0.394524452,0.389836038,0.339169139,1.146861755,0.87787057,0.543521947,0.941264774,0.592369068,0.811917322
2/1/2017 0:00,0.621337246,0.487333681,0.894889663,0.412376238,0.416115724,0.373184445,1.195293759,0.907834554,0.564656623,0.973659706,0.628819731,0.845980253
3/1/2017 0:00,0.607936109,0.47772207,0.883052231,0.426639403,0.398966557,0.370629596,1.174121252,0.904896784,0.537061049,0.977876269,0.618084754,0.833356531
4/1/2017 0:00,0.595313884,0.385703105,0.860443283,0.499587459,0.376025201,0.344291738,1.108211028,0.934049488,0.537829449,1.006670634,0.633277353,0.813376468
5/1/2017 0:00,0.587266396,0.337656961,0.82505176,0.503228584,0.35816044,0.320811977,1.09404977,0.91599117,0.52125485,0.998079671,0.589248983,0.796280143
6/1/2017 0:00,0.598491158,0.317019662,0.825757576,0.443826883,0.349200563,0.295295863,1.086210355,0.926672814,0.521139396,1.085842635,0.594459582,0.7989203
7/1/2017 0:00,0.627369716,0.36564049,0.878767767,0.403135314,0.371080192,0.303449555,1.17240206,0.909456986,0.513901232,1.077799343,0.567913955,0.829017327
8/1/2017 0:00,0.680913391,0.408642339,0.908389301,0.443815469,0.426671098,0.30363824,1.257916862,0.943823396,0.544605548,1.149113661,0.594189202,0.884834478
9/1/2017 0:00,0.686982517,0.379337334,0.919238427,0.487953795,0.438497909,0.304080119,1.30378651,0.966655534,0.54065991,1.177574505,0.61177425,0.906129185
10/1/2017 0:00,0.712563941,0.334452008,0.967176117,0.478585359,0.443188981,0.301052064,1.348632617,0.94136195,0.515688063,1.20323032,0.594114852,0.915000283
11/1/2017 0:00,0.711918284,0.34740175,0.952935276,0.485988599,0.468063237,0.337185694,1.342728833,0.942357739,0.523187504,1.260967573,0.59612348,0.917542258
12/1/2017 0:00,0.711368899,0.393034177,0.9704478,0.522607261,0.45156824,0.362883284,1.34110934,0.932193997,0.508229395,1.292217003,0.568489035,0.914857596
1/1/2018 0:00,0.735471695,0.415193004,0.998750189,0.59388004,0.502700607,0.345120343,1.433148444,0.979381762,0.552794198,1.376784823,0.602277585,0.968777213
2/1/2018 0:00,0.727080492,0.42542395,0.999249903,0.680651815,0.531551058,0.323481181,1.470486537,0.97895631,0.55409759,1.285598225,0.583256444,0.978718766
3/1/2018 0:00,0.70683483,0.390733582,0.92535987,0.700945095,0.523351901,0.324148651,1.374072388,0.974738574,0.533242888,1.23580089,0.577729683,0.941162484
4/1/2018 0:00,0.711379364,0.363422906,0.91150471,0.693069307,0.543655379,0.308075456,1.3423897,0.981129156,0.516188436,1.22194471,0.582832243,0.934608785
5/1/2018 0:00,0.705163997,0.365050647,0.914369035,0.692064859,0.561619874,0.327764159,1.290555992,0.9577314,0.505252608,1.233573777,0.577566474,0.913367786
6/1/2018 0:00,0.71762291,0.366292721,0.943200044,0.669966997,0.590578154,0.343365833,1.28282985,0.940877824,0.494176038,1.239639345,0.57861934,0.911821435
7/1/2018 0:00,0.643166768,0.367324431,0.854441629,0.629747975,0.539291719,0.352306447,1.100807415,0.90959831,0.464631337,1.17107649,0.551095401,0.827279761
8/1/2018 0:00,0.619962506,0.372673238,0.795279335,0.648974028,0.524212178,0.388788543,1.047291233,0.882134757,0.448507186,1.156757111,0.524119915,0.796751483
9/1/2018 0:00,0.618585248,0.376937125,0.783163957,0.676146865,0.489110835,0.402633531,1.022084557,0.880351865,0.449670771,1.276182115,0.499346721,0.787065216
10/1/2018 0:00,0.6353983,0.394588187,0.769475164,0.676094131,0.481469935,0.410527674,1.104501122,0.893083952,0.464052105,1.362955882,0.510512004,0.820301131
11/1/2018 0:00,0.63375817,0.396087802,0.749947207,0.672277228,0.439433496,0.429558943,1.058630702,0.8973056,0.472746274,1.436100238,0.504076119,0.805412267
12/1/2018 0:00,0.626970397,0.377511088,0.763969544,0.66259626,0.423486717,0.426133955,1.068765985,0.919995824,0.443709457,1.568985956,0.517491595,0.812828725
1/1/2019 0:00,0.617650224,0.412001044,0.773350839,0.643248673,0.448951,0.428783383,1.070495589,0.949526627,0.451763449,1.675206691,0.54814223,0.826535122
2/1/2019 0:00,0.657302791,0.479882598,0.798601432,0.629537954,0.495947834,0.424962908,1.1322016,0.969571372,0.45765618,1.819188935,0.554796514,0.869216419
3/1/2019 0:00,0.667572385,0.477041482,0.792281953,0.667491749,0.509281648,0.399780981,1.18233996,0.955859952,0.469919406,1.932126527,0.536759736,0.884472832
4/1/2019 0:00,0.672253488,0.517740673,0.750021997,0.675742574,0.498714445,0.381406798,1.194329492,0.944910533,0.496474026,1.758365965,0.527831719,0.884473613
5/1/2019 0:00,0.63123719,0.55752107,0.703958996,0.665949204,0.470562013,0.365081925,1.098538338,0.943745563,0.464836259,1.682052897,0.514070373,0.845071074
6/1/2019 0:00,0.61662209,0.600195669,0.73546264,0.660033003,0.466966092,0.364540059,1.044435826,1.000745136,0.452829794,1.821121278,0.527708295,0.846908448
7/1/2019 0:00,0.618354982,0.655185517,0.764863068,0.645709571,0.529613019,0.374274287,1.023458867,1.040529912,0.471244246,1.947380109,0.553659467,0.864228331
8/1/2019 0:00,0.592220534,0.512261936,0.791987822,0.641614161,0.615671165,0.37510116,0.95832687,1.105014443,0.482264117,1.831598014,0.603674197,0.857159153
9/1/2019 0:00,0.596997362,0.505478737,0.802108106,0.638613861,0.690322156,0.376854599,0.973649051,1.108490199,0.527665286,2.0222881,0.636333573,0.874559009
10/1/2019 0:00,0.601249773,0.485344661,0.84556212,0.632591477,0.666447351,0.366759128,1.014933394,1.09884216,0.503361061,2.181184947,0.618997599,0.883153305
11/1/2019 0:00,0.610860881,0.45421341,0.782483454,0.552310231,0.593164574,0.37413452,1.005929714,1.080801589,0.505485941,2.231820094,0.602342305,0.869477851
12/1/2019 0:00,0.6366497,0.498440576,0.736982191,0.507305731,0.542247947,0.378203399,0.954158556,1.089323743,0.518828032,2.396671847,0.603129987,0.863321639
1/1/2020 0:00,0.633513302,0.521671072,0.744668316,0.526682451,0.52882429,0.364823894,0.983486417,1.147581149,0.553383777,2.82366289,0.631251161,0.895769939
2/1/2020 0:00,0.593777542,0.480074354,0.724946767,0.575709571,0.497133436,0.365801187,0.894665509,1.173292023,0.536484097,3.186115936,0.627239939,0.86896767
3/1/2020 0:00,0.544870488,0.485739867,0.6714833,0.596039604,0.463145964,0.369840842,0.808016009,1.170535326,0.427566437,2.690977643,0.525839696,0.817076194
4/1/2020 0:00,0.529622371,0.458844247,0.643313272,0.526018602,0.460768524,0.457512814,0.803489774,1.238715408,0.422520465,2.644024999,0.530855762,0.829223696
5/1/2020 0:00,0.549229285,0.500391338,0.62964106,0.481848185,0.476343316,0.502684753,0.830458636,1.262921107,0.446717631,2.420712668,0.573494973,0.849925059
6/1/2020 0:00,0.598153884,0.566177691,0.67551033,0.464188419,0.497587044,0.491637443,0.854147684,1.276347826,0.459390446,2.427798086,0.622617254,0.878668425
7/1/2020 0:00,0.659716315,0.591822729,0.703804137,0.447722772,0.523983107,0.482776416,0.919225132,1.35950404,0.482514342,2.57611332,0.724802238,0.943750109
8/1/2020 0:00,0.671535426,0.657839812,0.749620596,0.437326733,0.56986202,0.467535679,1.019215777,1.448827462,0.527274652,2.736149378,0.950370674,1.018059983
9/1/2020 0:00,0.691957322,0.673884686,0.725091683,0.470216022,0.580875729,0.447025897,1.037021705,1.413774922,0.507205749,2.88915217,0.907259665,1.020440502
10/1/2020 0:00,0.703640894,0.653339421,0.687675184,0.481210621,0.595805703,0.4374157,1.032789704,1.396597415,0.488295718,2.950749451,0.850361839,1.015947736
11/1/2020 0:00,0.741987666,0.6767545,0.741627491,0.52359736,0.618026966,0.434788752,1.128537187,1.371374767,0.512166745,2.966448306,0.844832812,1.048774006
12/1/2020 0:00,0.81514497,0.838604113,0.779803565,0.54290429,0.658090577,0.445684428,1.179222482,1.367464747,0.575618008,2.946942298,0.880390754,1.092912268
1/1/2021 0:00,0.833032921,0.913514219,0.779275851,0.564356436,0.695949296,0.452133672,1.146293303,1.371967302,0.609236796,2.990220061,0.909693893,1.098339053
2/1/2021 0:00,0.886069431,0.889336029,0.80530875,0.608457096,0.726584118,0.435867953,1.162360577,1.329207458,0.676843565,2.956890126,0.958166703,1.105949354
3/1/2021 0:00,0.941031766,0.91351989,0.754161996,0.665898981,0.641442916,0.430976648,1.179379998,1.265484422,0.661026571,3.126779049,0.899418309,1.099468367
4/1/2021 0:00,0.974392904,0.97658492,0.776431211,0.635891089,0.644665659,0.442844618,1.197201025,1.293134781,0.676002587,3.4940118,0.900878678,1.129725515
5/1/2021 0:00,1.06746682,1.111400991,0.844121638,0.673542354,0.688275268,0.458633602,1.254791507,1.361850355,0.67865921,3.62246737,0.966355486,1.201714398
6/1/2021 0:00,1.01050078,1.176558831,0.848249745,1.001275128,0.702938007,0.478756407,1.24790049,1.346708506,0.628412374,3.429129474,0.945377137,1.183949568
7/1/2021 0:00,1.002103049,1.17431753,0.904960757,1.077145215,0.735737833,0.482060966,1.244136589,1.327413167,0.608398153,3.437436494,0.902503463,1.177173186
8/1/2021 0:00,0.988300424,0.888053507,0.935286137,0.983528353,0.748176685,0.479464527,1.257799951,1.313086873,0.564666889,3.186098916,0.841428713,1.152301696
9/1/2021 0:00,0.99260333,0.708653595,0.896334018,1.021210967,0.771482112,0.629308377,1.280216618,1.319613262,0.546440292,2.787513185,0.838013701,1.146947111
10/1/2021 0:00,1.024295432,0.627184973,0.907794185,1.051980198,0.757001694,0.672212802,1.403931125,1.3058388,0.570699954,2.544434444,0.82106368,1.175895187
11/1/2021 0:00,1.005619108,0.49906316,0.902043079,1.039341434,0.779305084,0.690349339,1.371063177,1.336424155,0.576449083,2.515480781,0.847560936,1.166029596
12/1/2021 0:00,0.998293985,0.605162264,0.891329428,1.033828383,0.78295409,0.663398271,1.411051786,1.318409248,0.530641465,2.303228215,0.791467635,1.171343757
