Campaign,Ad Group,Final URL,Description,Headline 1,Headline 2
SEM_Instructors,Amany Mahfouz,https://www.datacamp.com/instructors/amfz,Learn Directly From the Top Experts in the Field. 20% off Annual Subcriptions,Amany Mahfouz,Boost Your Data Science Career
SEM_Instructors,Amany Mahfouz,https://www.datacamp.com/instructors/amfz,"Be Ahead of the Curve, Master Data Science Skills. $29 / Month. Cancel Anytime",Amany Mahfouz,Stand Out From the Crowd
SEM_Instructors,Amany Mahfouz,https://www.datacamp.com/instructors/amfz,Choose From a Wide Variety of Topics Tuaght by the Best in the World. Start Now,Amany Mahfouz,Tackle Complex Questions
SEM_Instructors,Adina Howe,https://www.datacamp.com/instructors/adinachuang,Learn Directly From the Top Experts in the Field. 20% off Annual Subcriptions,Adina Howe,Boost Your Data Science Career
SEM_Instructors,Adina Howe,https://www.datacamp.com/instructors/adinachuang,"Be Ahead of the Curve, Master Data Science Skills. $29 / Month. Cancel Anytime",Adina Howe,Stand Out From the Crowd
SEM_Instructors,Adina Howe,https://www.datacamp.com/instructors/adinachuang,Choose From a Wide Variety of Topics Tuaght by the Best in the World. Start Now,Adina Howe,Tackle Complex Questions
SEM_Instructors,Thomas Laetsch,https://www.datacamp.com/instructors/tomlaetsch,Learn Directly From the Top Experts in the Field. 20% off Annual Subcriptions,Thomas Laetsch,Boost Your Data Science Career
SEM_Instructors,Thomas Laetsch,https://www.datacamp.com/instructors/tomlaetsch,"Be Ahead of the Curve, Master Data Science Skills. $29 / Month. Cancel Anytime",Thomas Laetsch,Stand Out From the Crowd
SEM_Instructors,Thomas Laetsch,https://www.datacamp.com/instructors/tomlaetsch,Choose From a Wide Variety of Topics Tuaght by the Best in the World. Start Now,Thomas Laetsch,Tackle Complex Questions
SEM_Instructors,Stefan Jansen,https://www.datacamp.com/instructors/stefanc7679de853c74cadb413cd65b3c3dd74,Learn Directly From the Top Experts in the Field. 20% off Annual Subcriptions,Stefan Jansen,Boost Your Data Science Career
SEM_Instructors,Stefan Jansen,https://www.datacamp.com/instructors/stefanc7679de853c74cadb413cd65b3c3dd74,"Be Ahead of the Curve, Master Data Science Skills. $29 / Month. Cancel Anytime",Stefan Jansen,Stand Out From the Crowd
SEM_Instructors,Stefan Jansen,https://www.datacamp.com/instructors/stefanc7679de853c74cadb413cd65b3c3dd74,Choose From a Wide Variety of Topics Tuaght by the Best in the World. Start Now,Stefan Jansen,Tackle Complex Questions
SEM_Instructors,Kevin Markham,https://www.datacamp.com/instructors/kevinmarkham,Learn Directly From the Top Experts in the Field. 20% off Annual Subcriptions,Kevin Markham,Boost Your Data Science Career
SEM_Instructors,Kevin Markham,https://www.datacamp.com/instructors/kevinmarkham,"Be Ahead of the Curve, Master Data Science Skills. $29 / Month. Cancel Anytime",Kevin Markham,Stand Out From the Crowd
SEM_Instructors,Kevin Markham,https://www.datacamp.com/instructors/kevinmarkham,Choose From a Wide Variety of Topics Tuaght by the Best in the World. Start Now,Kevin Markham,Tackle Complex Questions
