"business_area_name","region_name","barr_date","revenue"
"F00 - GCCT","Eurasia","2018-09-01",28500.438000000002
"F00 - GCCT","APAC","2018-09-01",1743264.0262999998
"A00 - Equipment","Latin America","2018-09-01",2375509.2029999997
"X00 - Other","North America","2018-09-01",-99.01
"B00 - LTC","EMEA","2018-09-01",1006027.2707000002
"A00 - Equipment","EMEA","2018-09-01",2783048.9927
"A00 - Equipment","Eurasia","2018-09-01",1192029.7995
"F00 - GCCT","North America","2018-09-01",289790.14
"F00 - GCCT","India","2018-09-01",467763.86449999997
"X00 - Other","APAC","2018-09-01",46.7
"F00 - GCCT","Latin America","2018-09-01",699122.5215
"A00 - Equipment","APAC","2018-09-01",4307395.89
"Consolidated","Global","2018-09-01",24379288.22
"B00 - LTC","Eurasia","2018-09-01",1757095.8069999998
"F00 - GCCT","North America","2018-10-01",412492.04000000004
"F00 - GCCT","APAC","2018-10-01",1427053.2981
"F00 - GCCT","Eurasia","2018-10-01",120722.31319999999
"F00 - GCCT","China","2018-10-01",90343.2455
"A00 - Equipment","China","2018-10-01",646964.3209
"A00 - Equipment","India","2018-10-01",5983.245700000004
"X00 - Other","APAC","2018-10-01",-1459.88
"B00 - LTC","APAC","2018-10-01",2762742.124699999
"B00 - LTC","Eurasia","2018-10-01",2119930.3085
"X00 - Other","North America","2018-10-01",-781.6899999999999
"B00 - LTC","EMEA","2018-10-01",1204334.7506000001
"B00 - LTC","North America","2018-10-01",831799.05
"X00 - Other","EMEA","2018-10-01",8458.1
"B00 - LTC","China","2018-10-01",198749.17510000002
"B00 - LTC","Latin America","2018-10-01",1627048.2556999999
"A00 - Equipment","Latin America","2018-10-01",2449110.4296
"F00 - GCCT","India","2018-10-01",547741.9518
"A00 - Equipment","APAC","2018-10-01",3096906.1599999997
"A00 - Equipment","Eurasia","2018-10-01",3195450.0453999997
"A00 - Equipment","North America","2018-10-01",-128870.86000000002
"F00 - GCCT","Latin America","2018-10-01",862866.1402
"F00 - GCCT","EMEA","2018-10-01",1512186.5725999998
"A00 - Equipment","EMEA","2018-10-01",3178948.35
"Consolidated","Global","2018-10-01",27930201.39
"B00 - LTC","India","2018-10-01",1723572.6308000002
"F00 - GCCT","China","2018-11-01",-857.3815
"X00 - Other","EMEA","2018-11-01",1554.6200000000001
"A00 - Equipment","EMEA","2018-11-01",7756686.2403
"A00 - Equipment","North America","2018-11-01",1533280.6600000001
"F00 - GCCT","EMEA","2018-11-01",1050081.8835000002
"B00 - LTC","APAC","2018-11-01",1857276.8899000003
"F00 - GCCT","India","2018-11-01",586954.6024
"B00 - LTC","Eurasia","2018-11-01",1546758.23
"B00 - LTC","EMEA","2018-11-01",1460797.3944
"X00 - Other","APAC","2018-11-01",18.87
"X00 - Other","North America","2018-11-01",161.01
"A00 - Equipment","Latin America","2018-11-01",1250491.0954
"B00 - LTC","North America","2018-11-01",715674.3400000001
"F00 - GCCT","Eurasia","2018-11-01",7571.8736
"A00 - Equipment","APAC","2018-11-01",1861766.01
"B00 - LTC","India","2018-11-01",1700555.4301
"F00 - GCCT","APAC","2018-11-01",1472366.385
"F00 - GCCT","Latin America","2018-11-01",890677.6995999999
"F00 - GCCT","North America","2018-11-01",308831.39
"Consolidated","Global","2018-11-01",30391926.38
"B00 - LTC","Latin America","2018-11-01",1340338.305
"A00 - Equipment","China","2018-11-01",1578110.4824
"A00 - Equipment","Eurasia","2018-11-01",3360497
"B00 - LTC","China","2018-11-01",148743.2657
"B00 - LTC","APAC","2018-12-01",2576882.1272999994
"X00 - Other","EMEA","2018-12-01",1945.9899999999998
"F00 - GCCT","APAC","2018-12-01",1622856.4545
"A00 - Equipment","India","2018-12-01",310025.5779
"B00 - LTC","China","2018-12-01",153306.1366
"A00 - Equipment","Latin America","2018-12-01",249019.6
"A00 - Equipment","North America","2018-12-01",4017627.72
"X00 - Other","North America","2018-12-01",-221.5
"B00 - LTC","India","2018-12-01",1458328.9076
"F00 - GCCT","China","2018-12-01",27273.8973
"A00 - Equipment","Eurasia","2018-12-01",7712045.9737
"A00 - Equipment","EMEA","2018-12-01",1508246.3941000002
"F00 - GCCT","Latin America","2018-12-01",675920.6152
"X00 - Other","APAC","2018-12-01",314.64000000000004
"F00 - GCCT","EMEA","2018-12-01",950652.6692
"B00 - LTC","EMEA","2018-12-01",1266080.2544000002
"B00 - LTC","Eurasia","2018-12-01",1921670.8799
"F00 - GCCT","India","2018-12-01",499945.0677
"B00 - LTC","North America","2018-12-01",744156.18
"X00 - Other","Latin America","2018-12-01",-541.57
"Consolidated","Global","2018-12-01",29986769.84
"B00 - LTC","Latin America","2018-12-01",1098074.7653
"A00 - Equipment","China","2018-12-01",1465582.5535000002
"F00 - GCCT","Eurasia","2018-12-01",26945.6262
"F00 - GCCT","North America","2018-12-01",243027.1
"A00 - Equipment","APAC","2018-12-01",1021795.9
"A00 - Equipment","Latin America","2019-01-01",2343418.6328
"F00 - GCCT","APAC","2019-01-01",1709538.5548999999
"F00 - GCCT","India","2019-01-01",773949
"B00 - LTC","Eurasia","2019-01-01",1373117.5607999999
"F00 - GCCT","North America","2019-01-01",254276.56999999998
"A00 - Equipment","North America","2019-01-01",-924.0299999999934
"B00 - LTC","China","2019-01-01",259754.47999999995
"X00 - Other","Latin America","2019-01-01",1490.0499999999997
"A00 - Equipment","India","2019-01-01",312294.4419
"A00 - Equipment","APAC","2019-01-01",1036830.8200000001
"F00 - GCCT","EMEA","2019-01-01",1078957.2411999998
"F00 - GCCT","Latin America","2019-01-01",963273.6750999999
"X00 - Other","APAC","2019-01-01",567.7099999999987
"F00 - GCCT","Eurasia","2019-01-01",49353
"X00 - Other","EMEA","2019-01-01",11373.769999999999
"B00 - LTC","India","2019-01-01",1583074.1120000002
"A00 - Equipment","China","2019-01-01",4809.599999999971
"A00 - Equipment","EMEA","2019-01-01",1218315
"A00 - Equipment","Eurasia","2019-01-01",10657171
"X00 - Other","North America","2019-01-01",20.03
"B00 - LTC","Latin America","2019-01-01",1351215.6384
"B00 - LTC","EMEA","2019-01-01",1141178.9577000004
"Consolidated","Global","2019-01-01",28955644.78
"B00 - LTC","North America","2019-01-01",543120.97
"B00 - LTC","APAC","2019-01-01",2227479.7361999997
"A00 - Equipment","North America","2019-02-01",779384.5099999999
"X00 - Other","Latin America","2019-02-01",-3258.5899999999997
"F00 - GCCT","Eurasia","2019-02-01",19879.6929
"X00 - Other","EMEA","2019-02-01",8261.460000000001
"X00 - Other","North America","2019-02-01",-204.89
"B00 - LTC","North America","2019-02-01",1068053.9
"F00 - GCCT","Latin America","2019-02-01",1224758.651
"X00 - Other","APAC","2019-02-01",1682.8300000000027
"Consolidated","Global","2019-02-01",21850923.31
"B00 - LTC","APAC","2019-02-01",2991236.3736
"B00 - LTC","Latin America","2019-02-01",1219649.3128
"A00 - Equipment","EMEA","2019-02-01",956060
"A00 - Equipment","APAC","2019-02-01",2566744.31
"A00 - Equipment","Eurasia","2019-02-01",2799693.3151999996
"B00 - LTC","India","2019-02-01",1364482.1858
"B00 - LTC","EMEA","2019-02-01",1153737.1108999997
"A00 - Equipment","China","2019-02-01",1531
"B00 - LTC","Eurasia","2019-02-01",1695262.5921
"F00 - GCCT","North America","2019-02-01",281922.4
"A00 - Equipment","India","2019-02-01",164.6824
"F00 - GCCT","APAC","2019-02-01",1632036.2645
"B00 - LTC","China","2019-02-01",142086.08
"A00 - Equipment","Latin America","2019-02-01",11421.72
"F00 - GCCT","EMEA","2019-02-01",1223930.1191
"F00 - GCCT","India","2019-02-01",652993
"F00 - GCCT","China","2019-02-01",-42.7449
"A00 - Equipment","North America","2019-03-01",687447.46
"A00 - Equipment","Eurasia","2019-03-01",5277755.2363
"A00 - Equipment","APAC","2019-03-01",3216645.16
"A00 - Equipment","Latin America","2019-03-01",784981
"B00 - LTC","China","2019-03-01",109465.26
"X00 - Other","North America","2019-03-01",-173.72
"Consolidated","Global","2019-03-01",25921467.82
"F00 - GCCT","Eurasia","2019-03-01",7031.7838
"F00 - GCCT","North America","2019-03-01",403959.94
"X00 - Other","EMEA","2019-03-01",5854.95
"B00 - LTC","Latin America","2019-03-01",1329974.0942000002
"F00 - GCCT","APAC","2019-03-01",1659548.6628
"A00 - Equipment","India","2019-03-01",279.4484
"F00 - GCCT","EMEA","2019-03-01",1350634.5097999999
"F00 - GCCT","India","2019-03-01",675619
"B00 - LTC","EMEA","2019-03-01",1382004.5783000002
"A00 - Equipment","EMEA","2019-03-01",277296.1
"X00 - Other","Latin America","2019-03-01",34.86
"F00 - GCCT","Latin America","2019-03-01",698340.0741999999
"B00 - LTC","North America","2019-03-01",877832.21
"B00 - LTC","Eurasia","2019-03-01",1937505.6926999998
"X00 - Other","APAC","2019-03-01",3538.3999999999987
"B00 - LTC","India","2019-03-01",2000366.9061000003
"A00 - Equipment","China","2019-03-01",3520.11
"B00 - LTC","APAC","2019-03-01",3239724.4786
"B00 - LTC","EMEA","2019-04-01",1861453.7653
"B00 - LTC","India","2019-04-01",1691621.9953000003
"F00 - GCCT","India","2019-04-01",770708
"F00 - GCCT","Eurasia","2019-04-01",64703.6275
"X00 - Other","Latin America","2019-04-01",124.15
"A00 - Equipment","Eurasia","2019-04-01",1988607.5446000001
"Consolidated","Global","2019-04-01",26547452.18
"A00 - Equipment","China","2019-04-01",-5468.0
"F00 - GCCT","APAC","2019-04-01",1470908.2803999998
"F00 - GCCT","North America","2019-04-01",329666.58999999997
"B00 - LTC","Latin America","2019-04-01",1415706.2055
"A00 - Equipment","APAC","2019-04-01",2907526.93
"B00 - LTC","China","2019-04-01",273473.6
"A00 - Equipment","North America","2019-04-01",464219.64
"B00 - LTC","North America","2019-04-01",1008757.51
"X00 - Other","EMEA","2019-04-01",-359.13000000000045
"B00 - LTC","APAC","2019-04-01",3736411.3873000005
"A00 - Equipment","Latin America","2019-04-01",1302931.94
"A00 - Equipment","EMEA","2019-04-01",1891721.0399999998
"F00 - GCCT","Latin America","2019-04-01",941064.0019
"F00 - GCCT","EMEA","2019-04-01",1456441.2854
"X00 - Other","APAC","2019-04-01",-320.4199999999996
"X00 - Other","North America","2019-04-01",-88.93
"B00 - LTC","Eurasia","2019-04-01",1912124.6674999997
"A00 - Equipment","India","2019-04-01",1066006.0536
"A00 - Equipment","Latin America","2019-05-01",2130186.28
"X00 - Other","North America","2019-05-01",-56.44
"F00 - GCCT","North America","2019-05-01",373068.05000000005
"X00 - Other","EMEA","2019-05-01",-14973.37
"B00 - LTC","Eurasia","2019-05-01",1936272.1043999998
"A00 - Equipment","Eurasia","2019-05-01",426718.9314
"B00 - LTC","Latin America","2019-05-01",2370455.2278
"F00 - GCCT","EMEA","2019-05-01",1913199.3881
"B00 - LTC","APAC","2019-05-01",3150766.897700001
"F00 - GCCT","Eurasia","2019-05-01",34175.0019
"F00 - GCCT","Latin America","2019-05-01",1249413.4566
"A00 - Equipment","China","2019-05-01",58946.240000000005
"B00 - LTC","India","2019-05-01",1498171.7756999999
"X00 - Other","Latin America","2019-05-01",-288.33
"F00 - GCCT","APAC","2019-05-01",1796340.0889
"A00 - Equipment","APAC","2019-05-01",1523442.21
"B00 - LTC","North America","2019-05-01",799662.04
"B00 - LTC","China","2019-05-01",190153.89
"B00 - LTC","EMEA","2019-05-01",1213468.5576000002
"A00 - Equipment","North America","2019-05-01",-9488.7
"A00 - Equipment","EMEA","2019-05-01",2204537.5599999996
"A00 - Equipment","India","2019-05-01",5704119
"F00 - GCCT","India","2019-05-01",771498
"X00 - Other","APAC","2019-05-01",-200.90999999999985
"Consolidated","Global","2019-05-01",29334901.65
"F00 - GCCT","EMEA","2019-06-01",1612701.7215
"A00 - Equipment","North America","2019-06-01",23296.21999999999
"B00 - LTC","North America","2019-06-01",1051684.39
"B00 - LTC","India","2019-06-01",1752290.3557
"B00 - LTC","APAC","2019-06-01",2013461.2754999995
"B00 - LTC","Eurasia","2019-06-01",1934169.0818999999
"F00 - GCCT","India","2019-06-01",533175
"F00 - GCCT","Eurasia","2019-06-01",3496.9879
"A00 - Equipment","India","2019-06-01",648015
"B00 - LTC","Latin America","2019-06-01",1228974.2428000001
"X00 - Other","North America","2019-06-01",-201.88
"A00 - Equipment","Latin America","2019-06-01",1417250.4500000002
"X00 - Other","EMEA","2019-06-01",-3741.83
"A00 - Equipment","EMEA","2019-06-01",3379580.27
"B00 - LTC","EMEA","2019-06-01",1118529.5756
"A00 - Equipment","China","2019-06-01",448127.85
"X00 - Other","Latin America","2019-06-01",21.62
"X00 - Other","APAC","2019-06-01",-1270.92
"F00 - GCCT","North America","2019-06-01",200510.90999999997
"F00 - GCCT","APAC","2019-06-01",1522717.3998999996
"B00 - LTC","China","2019-06-01",245738.41
"Consolidated","Global","2019-06-01",20996226.46
"F00 - GCCT","Latin America","2019-06-01",914992.5948000001
"A00 - Equipment","APAC","2019-06-01",587236.7100000001
"A00 - Equipment","Eurasia","2019-06-01",371733.6302
"X00 - Other","APAC","2019-07-01",2996.04
"B00 - LTC","APAC","2019-07-01",3468155.9853
"F00 - GCCT","Latin America","2019-07-01",986520.7759
"A00 - Equipment","North America","2019-07-01",13122.490000000023
"A00 - Equipment","China","2019-07-01",1401696.31
"F00 - GCCT","Eurasia","2019-07-01",19894.668999999998
"A00 - Equipment","EMEA","2019-07-01",681538.84
"F00 - GCCT","North America","2019-07-01",507317.7
"F00 - GCCT","EMEA","2019-07-01",1304546.7979999997
"B00 - LTC","India","2019-07-01",1580238.2121
"X00 - Other","North America","2019-07-01",94.42000000000002
"A00 - Equipment","APAC","2019-07-01",2247543.5999999996
"B00 - LTC","Eurasia","2019-07-01",1556111.0569
"A00 - Equipment","Latin America","2019-07-01",1461768.9937999998
"A00 - Equipment","India","2019-07-01",1746765
"B00 - LTC","China","2019-07-01",271815.07
"Consolidated","Global","2019-07-01",23609035.56
"X00 - Other","EMEA","2019-07-01",-12638.640000000001
"F00 - GCCT","India","2019-07-01",671338.6673999999
"B00 - LTC","EMEA","2019-07-01",1277051.5776
"A00 - Equipment","Eurasia","2019-07-01",334646.1492
"F00 - GCCT","APAC","2019-07-01",1776757.9016000002
"X00 - Other","Latin America","2019-07-01",388.91
"B00 - LTC","Latin America","2019-07-01",1635389.8233
"B00 - LTC","North America","2019-07-01",668448.39
"A00 - Equipment","India","2019-08-01",210904.97999999998
"B00 - LTC","Eurasia","2019-08-01",2421007.4605
"B00 - LTC","EMEA","2019-08-01",2371651.5429999996
"F00 - GCCT","India","2019-08-01",506588.6
"F00 - GCCT","Eurasia","2019-08-01",43544.3745
"X00 - Other","Latin America","2019-08-01",275.89
"A00 - Equipment","APAC","2019-08-01",4179181.0392
"X00 - Other","North America","2019-08-01",-36.58000000000001
"B00 - LTC","North America","2019-08-01",833515.63
"A00 - Equipment","Latin America","2019-08-01",2285196.6580999997
"A00 - Equipment","Eurasia","2019-08-01",3730403.3698000005
"F00 - GCCT","Latin America","2019-08-01",866456.5751
"A00 - Equipment","North America","2019-08-01",3878140.3800000004
"A00 - Equipment","EMEA","2019-08-01",376927.42999999993
"B00 - LTC","India","2019-08-01",1876608.45
"B00 - LTC","Latin America","2019-08-01",1663990.0765999998
"X00 - Other","APAC","2019-08-01",-194.87999999999985
"F00 - GCCT","APAC","2019-08-01",1887272.3004000003
"X00 - Other","EMEA","2019-08-01",391.6300000000015
"F00 - GCCT","EMEA","2019-08-01",770491.2708999999
"F00 - GCCT","North America","2019-08-01",399734.50999999995
"B00 - LTC","China","2019-08-01",507510.112
"Consolidated","Global","2019-08-01",31871668.27
"B00 - LTC","APAC","2019-08-01",2860209.98
"A00 - Equipment","China","2019-08-01",202018.35
"A00 - Equipment","North America","2019-09-01",1603303.7399999998
"A00 - Equipment","China","2019-09-01",-5502.629999999888
"F00 - GCCT","Eurasia","2019-09-01",24680.046700000003
"F00 - GCCT","EMEA","2019-09-01",1448644.2098
"B00 - LTC","India","2019-09-01",2097352.39
"F00 - GCCT","North America","2019-09-01",193887.6
"Consolidated","Global","2019-09-01",29368021.9
"A00 - Equipment","EMEA","2019-09-01",1370801.79
"A00 - Equipment","Eurasia","2019-09-01",1394690
"B00 - LTC","APAC","2019-09-01",3068229.7235999997
"B00 - LTC","Latin America","2019-09-01",1490900.6666999997
"F00 - GCCT","India","2019-09-01",533027.68
"B00 - LTC","China","2019-09-01",207328.55000000002
"B00 - LTC","EMEA","2019-09-01",3360011.0047000004
"A00 - Equipment","India","2019-09-01",2079754.12
"F00 - GCCT","Latin America","2019-09-01",794780.3625
"B00 - LTC","Eurasia","2019-09-01",1736100.2098
"X00 - Other","Latin America","2019-09-01",1534.4699999999998
"A00 - Equipment","Latin America","2019-09-01",2344200.61
"F00 - GCCT","APAC","2019-09-01",2151369.1829
"X00 - Other","EMEA","2019-09-01",20618.199999999997
"X00 - Other","APAC","2019-09-01",5147.19
"X00 - Other","North America","2019-09-01",193.92
"B00 - LTC","North America","2019-09-01",657789.71
"A00 - Equipment","APAC","2019-09-01",2815242.2
"A00 - Equipment","North America","2019-10-01",882150.066156
"B00 - LTC","APAC","2019-10-01",2463512.748911
"B00 - LTC","India","2019-10-01",2158637.218659
"A00 - Equipment","Eurasia","2019-10-01",3677801.6494
"A00 - Equipment","China","2019-10-01",117021.84765600001
"B00 - LTC","EMEA","2019-10-01",1552532.2796999994
"B00 - LTC","China","2019-10-01",156578.90278899999
"F00 - GCCT","APAC","2019-10-01",2004667.0321710003
"A00 - Equipment","EMEA","2019-10-01",3317585.6799999997
"F00 - GCCT","India","2019-10-01",774699.751104
"X00 - Other","Latin America","2019-10-01",1093.230875
"X00 - Other","North America","2019-10-01",-409.27
"B00 - LTC","North America","2019-10-01",695389.652853
"F00 - GCCT","Eurasia","2019-10-01",14515.9401
"X00 - Other","EMEA","2019-10-01",8709.39
"A00 - Equipment","India","2019-10-01",6105136.4671020005
"B00 - LTC","Eurasia","2019-10-01",2491714.7593
"A00 - Equipment","APAC","2019-10-01",2068702.510642
"A00 - Equipment","Latin America","2019-10-01",649834.28776
"F00 - GCCT","Latin America","2019-10-01",1027711.3420539999
"Consolidated","Global","2019-10-01",34641973.34
"F00 - GCCT","EMEA","2019-10-01",1713638.3287000002
"F00 - GCCT","North America","2019-10-01",406820.869695
"B00 - LTC","Latin America","2019-10-01",2360178.041897
"X00 - Other","APAC","2019-10-01",-3779.9399999999996
"F00 - GCCT","APAC","2019-11-01",1986897.1010570002
"A00 - Equipment","China","2019-11-01",34815.75999999998
"A00 - Equipment","India","2019-11-01",1738547.903931
"B00 - LTC","Latin America","2019-11-01",1293287.933012
"F00 - GCCT","EMEA","2019-11-01",1673002.9046
"B00 - LTC","North America","2019-11-01",556400.8274049999
"X00 - Other","North America","2019-11-01",248.839129
"X00 - Other","APAC","2019-11-01",2764.7599999999998
"B00 - LTC","Eurasia","2019-11-01",1945423.4157
"A00 - Equipment","North America","2019-11-01",-16917.209999999992
"Consolidated","Global","2019-11-01",29239454.32
"B00 - LTC","India","2019-11-01",2217556.142307
"X00 - Other","Latin America","2019-11-01",-1121.466801
"A00 - Equipment","Latin America","2019-11-01",915622.619531
"B00 - LTC","China","2019-11-01",162836.02305400002
"B00 - LTC","EMEA","2019-11-01",1925693.7569000004
"A00 - Equipment","EMEA","2019-11-01",2206855.9800000004
"X00 - Other","EMEA","2019-11-01",15692.93
"F00 - GCCT","Latin America","2019-11-01",1021433.847099
"F00 - GCCT","India","2019-11-01",765479.872319
"A00 - Equipment","Eurasia","2019-11-01",6294575.891000001
"A00 - Equipment","APAC","2019-11-01",1830054.366617
"B00 - LTC","APAC","2019-11-01",2311248.034885
"F00 - GCCT","North America","2019-11-01",355774.835397
"F00 - GCCT","Eurasia","2019-11-01",24797.220699999998
"Consolidated","Global","2019-12-01",35579592.48
"X00 - Other","Latin America","2019-12-01",-389.7
"B00 - LTC","India","2019-12-01",2949447.680657
"B00 - LTC","EMEA","2019-12-01",2129357.4653999996
"A00 - Equipment","EMEA","2019-12-01",2186366.8251
"F00 - GCCT","Latin America","2019-12-01",793583.673811
"F00 - GCCT","EMEA","2019-12-01",1290686.2297
"F00 - GCCT","APAC","2019-12-01",1899386.3300380004
"X00 - Other","APAC","2019-12-01",-2002.67
"B00 - LTC","APAC","2019-12-01",3195282.7710650004
"X00 - Other","EMEA","2019-12-01",4537.219999999999
"B00 - LTC","China","2019-12-01",194918.700517
"A00 - Equipment","North America","2019-12-01",473080.341638
"A00 - Equipment","China","2019-12-01",1144.0499999998137
"F00 - GCCT","India","2019-12-01",622351.443664
"B00 - LTC","Latin America","2019-12-01",863797.031612
"A00 - Equipment","India","2019-12-01",268344.412043
"F00 - GCCT","Eurasia","2019-12-01",194506.6051
"B00 - LTC","Eurasia","2019-12-01",1922714.707
"B00 - LTC","North America","2019-12-01",608642.9554829999
"X00 - Other","North America","2019-12-01",-390.13
"A00 - Equipment","Eurasia","2019-12-01",14287792.838000001
"A00 - Equipment","APAC","2019-12-01",814917.912886
"F00 - GCCT","North America","2019-12-01",232842.59118699998
"A00 - Equipment","Latin America","2019-12-01",612056.31292
"F00 - GCCT","Latin America","2020-01-01",1128309.216286
"F00 - GCCT","Eurasia","2020-01-01",47570.93639999999
"F00 - GCCT","EMEA","2020-01-01",1507705.081
"X00 - Other","APAC","2020-01-01",8132.71
"B00 - LTC","EMEA","2020-01-01",1294901.6601
"B00 - LTC","China","2020-01-01",36902.095527
"A00 - Equipment","Eurasia","2020-01-01",1224597.6542
"F00 - GCCT","North America","2020-01-01",256982.15817500002
"B00 - LTC","Latin America","2020-01-01",1457583.7188590004
"F00 - GCCT","APAC","2020-01-01",1576368.319961
"A00 - Equipment","North America","2020-01-01",1233409.447719
"A00 - Equipment","APAC","2020-01-01",1979596.8135819999
"A00 - Equipment","EMEA","2020-01-01",3358814.6648000004
"A00 - Equipment","India","2020-01-01",1482269.149328
"B00 - LTC","North America","2020-01-01",830042.4575970001
"B00 - LTC","India","2020-01-01",1575092.582733
"X00 - Other","EMEA","2020-01-01",441.3800000000008
"Consolidated","Global","2020-01-01",28458375.84
"A00 - Equipment","Latin America","2020-01-01",2191664.201159
"A00 - Equipment","China","2020-01-01",1173151.7679360001
"F00 - GCCT","India","2020-01-01",1054080.856033
"B00 - LTC","APAC","2020-01-01",2503261.1272559995
"X00 - Other","North America","2020-01-01",226.21999999999997
"B00 - LTC","Eurasia","2020-01-01",2546072.8280999996
"X00 - Other","Latin America","2020-02-01",-542.51
"B00 - LTC","EMEA","2020-02-01",1304813.1816999998
"A00 - Equipment","North America","2020-02-01",536805.629561
"F00 - GCCT","EMEA","2020-02-01",1552421.8256
"A00 - Equipment","Eurasia","2020-02-01",2378956.0442
"B00 - LTC","India","2020-02-01",1971580.1260249997
"F00 - GCCT","North America","2020-02-01",648081.6279330001
"F00 - GCCT","APAC","2020-02-01",1689200.7348399998
"X00 - Other","APAC","2020-02-01",-6609.65
"Consolidated","Global","2020-02-01",28694673.24
"B00 - LTC","North America","2020-02-01",750244.2847529999
"F00 - GCCT","Eurasia","2020-02-01",22335.7347
"A00 - Equipment","China","2020-02-01",3621.53
"A00 - Equipment","APAC","2020-02-01",830496.747185
"X00 - Other","EMEA","2020-02-01",-7736.889999999999
"A00 - Equipment","Latin America","2020-02-01",971145.631191
"F00 - GCCT","Latin America","2020-02-01",768481.622527
"A00 - Equipment","India","2020-02-01",5961228.064947
"B00 - LTC","Latin America","2020-02-01",1618091.691737
"B00 - LTC","Eurasia","2020-02-01",2389683.2027
"B00 - LTC","APAC","2020-02-01",2426056.0585100004
"A00 - Equipment","EMEA","2020-02-01",1818625.2898000001
"F00 - GCCT","India","2020-02-01",998850.2069509999
"B00 - LTC","China","2020-02-01",50080.009652
"X00 - Other","North America","2020-02-01",-362.44999999999993
"A00 - Equipment","Eurasia","2020-03-01",2012478.6151
"F00 - GCCT","India","2020-03-01",791106.285881
"A00 - Equipment","EMEA","2020-03-01",2915304.852
"B00 - LTC","China","2020-03-01",223158.791078
"Consolidated","Global","2020-03-01",28580895.7
"X00 - Other","Latin America","2020-03-01",-1601.26
"B00 - LTC","North America","2020-03-01",1114748.527212
"B00 - LTC","India","2020-03-01",1362673.569855
"F00 - GCCT","EMEA","2020-03-01",1578463.0273000002
"A00 - Equipment","North America","2020-03-01",1508043.7133240001
"F00 - GCCT","North America","2020-03-01",457987.270714
"B00 - LTC","Eurasia","2020-03-01",2397842.3866
"F00 - GCCT","Eurasia","2020-03-01",1083.9827
"A00 - Equipment","APAC","2020-03-01",2043933.8180200001
"F00 - GCCT","APAC","2020-03-01",1752109.884976
"B00 - LTC","APAC","2020-03-01",2411369.906490001
"X00 - Other","EMEA","2020-03-01",-40049.23
"F00 - GCCT","Latin America","2020-03-01",970748.6969730001
"B00 - LTC","EMEA","2020-03-01",3056832.6231000004
"A00 - Equipment","India","2020-03-01",1493641.251181
"A00 - Equipment","China","2020-03-01",450887.32551600004
"X00 - Other","APAC","2020-03-01",-8821.939999999999
"B00 - LTC","Latin America","2020-03-01",1195245.961159
"A00 - Equipment","Latin America","2020-03-01",849971.478095
"X00 - Other","North America","2020-03-01",-1400.77
"B00 - LTC","EMEA","2020-04-01",1867569.1672999999
"X00 - Other","EMEA","2020-04-01",14789.97
"Consolidated","Global","2020-04-01",22693747.68
"F00 - GCCT","North America","2020-04-01",500501.55657899997
"X00 - Other","Latin America","2020-04-01",323.55
"A00 - Equipment","North America","2020-04-01",394898.249606
"B00 - LTC","China","2020-04-01",238403.63915000003
"A00 - Equipment","EMEA","2020-04-01",1386501.7317
"B00 - LTC","India","2020-04-01",778365.1294160001
"F00 - GCCT","Eurasia","2020-04-01",45958.971000000005
"B00 - LTC","Eurasia","2020-04-01",1969457.7725
"B00 - LTC","North America","2020-04-01",916181.689
"A00 - Equipment","India","2020-04-01",750000
"B00 - LTC","Latin America","2020-04-01",1108788.373185
"A00 - Equipment","Eurasia","2020-04-01",4173175.1485
"A00 - Equipment","Latin America","2020-04-01",165959.117082
"A00 - Equipment","APAC","2020-04-01",1141125.234617
"A00 - Equipment","China","2020-04-01",2559.37
"F00 - GCCT","Latin America","2020-04-01",638896.839531
"F00 - GCCT","India","2020-04-01",67956.446973
"F00 - GCCT","APAC","2020-04-01",1347121.318153
"X00 - Other","North America","2020-04-01",438.99
"X00 - Other","APAC","2020-04-01",15316.590000000002
"B00 - LTC","APAC","2020-04-01",3761527.1026839996
"F00 - GCCT","EMEA","2020-04-01",1438800.7853
"B00 - LTC","Latin America","2020-05-01",1174633.4331989998
"F00 - GCCT","APAC","2020-05-01",1322937.2608089999
"A00 - Equipment","North America","2020-05-01",1041226.909753
"F00 - GCCT","EMEA","2020-05-01",931332.5830999999
"F00 - GCCT","Eurasia","2020-05-01",13775.425099999999
"A00 - Equipment","Latin America","2020-05-01",199770.687401
"A00 - Equipment","APAC","2020-05-01",2486680.6138710002
"X00 - Other","North America","2020-05-01",-620.22
"B00 - LTC","North America","2020-05-01",724206.7331559999
"F00 - GCCT","North America","2020-05-01",528811.05718
"A00 - Equipment","Eurasia","2020-05-01",2826284.1605
"B00 - LTC","China","2020-05-01",266581.484416
"X00 - Other","Latin America","2020-05-01",1053.77
"Consolidated","Global","2020-05-01",22660560.96
"B00 - LTC","Eurasia","2020-05-01",1922256.5429999998
"X00 - Other","EMEA","2020-05-01",-19937.499999999996
"F00 - GCCT","India","2020-05-01",585764.451698
"B00 - LTC","India","2020-05-01",1473368.8730620001
"B00 - LTC","APAC","2020-05-01",3266557.401675
"A00 - Equipment","EMEA","2020-05-01",1950957.8598000002
"X00 - Other","APAC","2020-05-01",-7188.489999999999
"B00 - LTC","EMEA","2020-05-01",1031105.3864000001
"A00 - Equipment","India","2020-05-01",266664.606906
"F00 - GCCT","Latin America","2020-05-01",654595.944617
"X00 - Other","APAC","2020-06-01",462.45000000000005
